Time,x,y,z
602.0,-639.6393012213423,-549.3804141617522,-673.7205417492586
603.0,-639.77296913106,-550.3023056875311,-676.5722515705078
604.0,-639.912811801263,-551.2458993763967,-679.4165572815599
605.0,-639.9876045278929,-552.1983563447723,-682.2603631419231
606.0,-640.0699796079302,-553.1437083767528,-685.1063293894073
607.0,-640.1535509516759,-554.0514699316111,-687.9644729809761
608.0,-640.2121413881684,-554.917588296294,-690.8361286252187
609.0,-640.2835679634175,-555.835388117888,-693.6913942401537
610.0,-640.5790451546858,-556.6824546963447,-696.5541152257025
611.0,-640.8100053455158,-557.5735863692313,-699.4093808406375
612.0,-640.7327772900596,-557.8543438110555,-702.3952159141656
613.0,-641.3221798882681,-560.1090272171618,-704.2843975664833
614.0,-641.9410896411257,-562.3437725822013,-706.1877797853907
615.0,-642.5271422297559,-564.585640959956,-708.0931848709785
616.0,-643.1458551743306,-566.791214779147,-710.0303576614942
617.0,-643.7945859084817,-569.0025355492486,-711.951089003011
